uid,kind,band,reason,model,date,batch
src/java/org/apache/cassandra/config/DatabaseDescriptor.java:4952#1,row,D,replication factor threshold comparison,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/DatabaseDescriptor.java:5070#1,row,D,repair state count setter,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1094#1,row,D,guardrail numeric validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1101#1,row,D,guardrail numeric validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1158#1,row,D,guardrail threshold validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1178#1,row,D,guardrail warn/fail ordering validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1178#2,row,D,guardrail warn/fail ordering validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1188#1,row,D,guardrail warn/fail ordering validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1188#2,row,D,guardrail warn/fail ordering validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/GuardrailsOptions.java:1201#1,row,D,"guardrail size validation, zero test",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/config/Replacements.java:94#1,row,D,startup replacement table emptiness test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Attributes.java:141#1,row,D,TTL sentinel comparison,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Attributes.java:141#2,row,D,TTL sentinel comparison,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/CIDR.java:66#1,row,D,CIDR token count while parsing,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/CIDR.java:120#1,row,D,"CIDR netmask bound, an address width not a capacity",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/CIDR.java:247#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/ColumnIdentifier.java:220#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Constants.java:95#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Constants.java:565#1,row,D,arithmetic overflow sentinel on a counter decrement,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:319#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:364#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:405#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:427#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:432#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:471#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:471#2,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:514#1,row,D,duration field zero test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Duration.java:752#1,row,D,duration unit ordering validation,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:251#1,row,D,"collection equality, element count comparison",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:255#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:364#1,row,D,precision counter wraparound test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:481#1,row,D,list emptiness test before index update,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:525#1,row,D,list emptiness test before append,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:574#1,row,D,"batch remaining counter, a paging bound not a memory cap",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Lists.java:658#1,row,D,list emptiness test before discard,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Maps.java:294#1,row,D,"collection equality, element count comparison",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Maps.java:304#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Maps.java:474#1,row,D,map emptiness test before put,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/MultiColumnRelation.java:155#1,row,D,IN restriction arity test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Operation.java:273#1,row,D,UDT field position sentinel,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Operation.java:530#1,row,D,UDT field position sentinel,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Operator.java:321#1,row,D,protocol enum round-trip test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryOptions.java:592#1,row,D,protocol flag bit test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryOptions.java:644#1,row,D,protocol timestamp sentinel,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryOptions.java:728#1,row,D,protocol timestamp sentinel,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryOptions.java:735#1,row,D,protocol nowInSeconds sentinel,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryProcessor.java:251#1,row,C,"key buffer remaining is buffer-shaped, but this is an emptiness test",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryProcessor.java:363#1,row,D,bound value count consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryProcessor.java:412#1,row,D,bound value count consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/QueryProcessor.java:858#1,row,D,bound value count consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/ResultSet.java:80#1,row,D,result row width consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/ResultSet.java:707#1,row,D,protocol flag bit test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Sets.java:265#1,row,D,"collection equality, element count comparison",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Sets.java:272#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Sets.java:393#1,row,D,set emptiness test before add,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/SingleColumnRelation.java:209#1,row,D,IN restriction arity test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Tuples.java:72#1,row,D,tuple arity test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Tuples.java:93#1,row,D,tuple arity consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Tuples.java:116#1,row,D,tuple arity test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UntypedResultSet.java:120#1,row,D,result cardinality test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UntypedResultSet.java:162#1,row,D,result cardinality test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UpdateParameters.java:84#1,row,D,timestamp sentinel test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UserTypes.java:154#1,row,D,UDT field count consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UserTypes.java:232#1,row,D,UDT field length consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/UserTypes.java:236#1,row,D,comparator result test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Validation.java:47#1,row,C,"key buffer remaining is buffer-shaped, but this is an emptiness test",claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Vectors.java:109#1,row,D,vector dimension consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/Vectors.java:123#1,row,D,vector dimension consistency test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:420#1,row,D,collection index advance test,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:544#1,row,D,collection bound comparison,claude-opus-5,2026-09-23,batch-01.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:580#1,row,D,"CQL condition evaluation, collection index and arity tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:585#1,row,D,"CQL condition evaluation, collection index and arity tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:624#1,row,D,"CQL condition evaluation, collection index and arity tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/conditions/ColumnCondition.java:862#1,row,D,"CQL condition evaluation, collection index and arity tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/AbstractFunction.java:190#1,row,D,function signature arity match,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/AggregateFcts.java:281#1,row,D,aggregate function accumulator test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/AggregateFcts.java:656#1,row,D,aggregate function accumulator test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionArguments.java:64#1,row,D,function argument arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionArguments.java:122#1,row,D,function argument arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionCall.java:184#1,row,D,function call arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionParameter.java:154#1,row,D,function parameter rendering,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionResolver.java:102#1,row,D,function resolution arity and type matching,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionResolver.java:249#1,row,D,function resolution arity and type matching,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/FunctionResolver.java:275#1,row,D,function resolution arity and type matching,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/JavaBasedUDFunction.java:207#1,row,D,UDF source generation and classloading bookkeeping,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/JavaBasedUDFunction.java:329#1,row,D,UDF source generation and classloading bookkeeping,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/JavaBasedUDFunction.java:329#2,row,D,UDF source generation and classloading bookkeeping,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/JavaBasedUDFunction.java:461#1,row,D,UDF source generation and classloading bookkeeping,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/ScalarFunction.java:86#1,row,D,partial application arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/ScalarFunction.java:89#1,row,D,partial application arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/TimeFcts.java:328#1,row,D,time floor function argument validation,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/TimeFcts.java:452#1,row,D,time floor function argument validation,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/ToJsonFct.java:39#1,row,D,toJson function arity test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:101#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:108#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:115#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:138#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:227#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFByteCodeVerifier.java:236#1,row,D,"UDF bytecode verification, instruction inspection",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/UDFDataType.java:177#1,row,C,"codec buffer remaining is buffer-shaped, but this is deserialization length validation",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/VectorFcts.java:99#1,row,D,vector all-zero element test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/masking/PartialMaskingFunction.java:87#1,row,D,masking function argument test,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/AbstractAddressableByIndexData.java:305#1,row,D,driver-side type plumbing and equality,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/AbstractData.java:662#1,row,D,driver-side type plumbing and equality,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/DataTypeClassNameParser.java:180#1,row,D,driver-side type plumbing and equality,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/Duration.java:295#1,row,D,duration field arithmetic and unit ordering,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/Duration.java:358#1,row,D,duration field arithmetic and unit ordering,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/Duration.java:598#1,row,D,duration field arithmetic and unit ordering,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/LocalDate.java:109#1,row,D,calendar year extraction,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:99#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:99#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:99#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:122#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:125#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:125#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:125#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:129#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:132#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:132#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:132#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:136#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:139#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:139#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:139#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:143#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:143#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:143#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:147#1,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:147#2,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:147#3,row,D,"CQL literal parser, character position bookkeeping",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:234#1,row,D,literal and date parsing,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:330#1,row,D,literal and date parsing,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:366#1,row,D,literal and date parsing,claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:524#1,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:528#1,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:568#1,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:577#1,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:577#2,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/ParseUtils.java:581#1,row,D,"string quoting and unquoting, character position tests",claude-opus-5,2026-09-23,batch-02.txt
src/java/org/apache/cassandra/cql3/functions/types/TupleType.java:105#1,row,D,tuple arity test,claude-opus-5,2026-09-23,batch-02.txt
